144.24.73.170,443,144.24.73.170,KR,Seoul,中转,79 ms
144.24.81.222,443,144.24.81.222,KR,Seoul,中转,79 ms
144.24.84.55,443,144.24.84.55,KR,Seoul,中转,88 ms
144.24.75.136,443,144.24.75.136,KR,Seoul,中转,79 ms
144.24.80.230,443,144.24.80.230,KR,Seoul,中转,79 ms
144.24.78.159,443,144.24.78.159,KR,Seoul,中转,78 ms
144.24.64.105,443,144.24.64.105,KR,Seoul,中转,79 ms
144.24.72.226,443,144.24.72.226,KR,Seoul,中转,76 ms
144.24.184.92,443,144.24.184.92,DE,Frankfurt,中转,150 ms
144.24.67.220,443,144.24.67.220,KR,Seoul,中转,80 ms
144.24.66.60,443,144.24.66.60,KR,Seoul,中转,86 ms
144.24.75.40,443,144.24.75.40,KR,Seoul,中转,76 ms
144.24.76.104,443,144.24.76.104,KR,Seoul,中转,81 ms
144.24.171.100,443,144.24.171.100,DE,Frankfurt,中转,163 ms
144.24.191.214,443,144.24.191.214,DE,Munich,中转,161 ms
144.24.80.89,443,144.24.80.89,KR,Seoul,中转,85 ms
144.24.88.224,443,144.24.88.224,KR,Seoul,中转,82 ms
144.24.82.114,443,144.24.82.114,KR,Seoul,中转,82 ms
144.24.232.104,443,144.24.232.104,CH,Milan,中转,323 ms
144.24.175.174,443,144.24.175.174,DE,Frankfurt,中转,165 ms
144.24.80.245,443,144.24.80.245,KR,Seoul,中转,79 ms
144.24.91.119,443,144.24.91.119,KR,Seoul,中转,81 ms
144.24.250.236,443,144.24.250.236,CH,Milan,中转,242 ms
144.24.245.52,443,144.24.245.52,CH,Milan,中转,244 ms
144.24.171.222,443,144.24.171.222,DE,Munich,中转,165 ms
144.24.88.48,443,144.24.88.48,KR,Seoul,中转,78 ms
144.24.93.23,443,144.24.93.23,KR,Seoul,中转,78 ms
144.24.235.90,443,144.24.235.90,CH,Milan,中转,242 ms
144.24.241.134,443,144.24.241.134,CH,Milan,中转,243 ms
144.24.165.166,443,144.24.165.166,DE,Frankfurt,中转,174 ms
144.24.248.127,443,144.24.248.127,CH,Milan,中转,241 ms
144.24.77.72,443,144.24.77.72,KR,San Jose,中转,79 ms
144.24.180.213,443,144.24.180.213,DE,Munich,中转,150 ms
144.24.173.197,443,144.24.173.197,DE,Frankfurt,中转,166 ms
144.24.90.129,443,144.24.90.129,KR,Seoul,中转,98 ms
144.24.85.195,443,144.24.85.195,KR,San Jose,中转,79 ms
144.24.160.119,443,144.24.160.119,DE,Munich,中转,150 ms
144.24.245.113,443,144.24.245.113,CH,Milan,中转,242 ms
144.24.89.228,443,144.24.89.228,KR,Seoul,中转,142 ms
144.24.64.234,443,144.24.64.234,KR,Seoul,中转,79 ms
144.24.254.49,443,144.24.254.49,CH,Milan,中转,242 ms
144.24.247.37,443,144.24.247.37,CH,Milan,中转,319 ms
144.24.191.100,443,144.24.191.100,DE,Frankfurt,中转,163 ms
144.24.80.251,443,144.24.80.251,KR,Seoul,中转,78 ms
144.24.74.113,443,144.24.74.113,KR,Seoul,中转,116 ms
144.24.78.30,443,144.24.78.30,KR,Seoul,中转,205 ms
144.24.84.249,443,144.24.84.249,KR,Seoul,中转,80 ms
144.24.82.249,443,144.24.82.249,KR,Seoul,中转,78 ms
144.24.245.164,443,144.24.245.164,CH,Zurich,中转,255 ms
144.24.85.146,443,144.24.85.146,KR,Seoul,中转,77 ms
144.24.66.205,443,144.24.66.205,KR,Seoul,中转,233 ms
144.24.80.25,443,144.24.80.25,KR,Seoul,中转,274 ms
144.24.71.34,443,144.24.71.34,KR,Seoul,中转,82 ms
144.24.84.169,443,144.24.84.169,KR,Seoul,中转,107 ms
144.24.80.226,443,144.24.80.226,KR,Seoul,中转,183 ms
144.24.75.30,443,144.24.75.30,KR,Seoul,中转,166 ms
144.24.188.230,443,144.24.188.230,DE,Frankfurt,中转,164 ms
144.24.68.50,443,144.24.68.50,KR,Seoul,中转,78 ms
144.24.72.220,443,144.24.72.220,KR,Seoul,中转,103 ms
144.24.92.195,443,144.24.92.195,KR,Seoul,中转,226 ms
144.24.65.150,443,144.24.65.150,KR,Seoul,中转,81 ms
144.24.76.20,443,144.24.76.20,KR,Seoul,中转,161 ms
144.24.86.170,443,144.24.86.170,KR,Seoul,中转,91 ms
